iter	RMSE
205	15.31365385
206	15.30284143
207	15.29731799
208	15.29299826
209	15.27864012
210	15.26975427
211	15.26003907
212	15.25662201
213	15.22885868
214	15.22531537
215	15.21318366
216	15.2103275
217	15.2034734
218	15.19164707
219	15.18470443
220	15.17234135
221	15.16429839
222	15.14037771
223	15.13091931
224	15.12611888
225	15.12219886
226	15.11152138
227	15.1030287
228	15.09810933
229	15.09570007
230	15.07172452
231	15.04894907
232	15.0405124
233	15.034558
234	15.02387525
235	15.02152464
236	15.01303797
237	15.01022823
238	15.00051177
239	14.9927521
240	14.98636172
241	14.96987705
242	14.96528181
243	14.95977576
244	14.95168589
245	14.9488192
246	14.92895669
247	14.9205763
248	14.91138651
249	14.9025927
250	14.89761996
251	14.89530199
252	14.87823551
253	14.86949436
254	14.86658508
255	14.84702962
256	14.83739674
257	14.82434178
258	14.81609355
259	14.81367288
260	14.81167427
261	14.80434156
262	14.79416472
263	14.79014672
264	14.78650622
265	14.7829142
266	14.76932635
267	14.76154344
268	14.75953709
269	14.75795349
270	14.74972574
271	14.74119726
272	14.73440478
273	14.71800876
274	14.7068068
275	14.70518763
276	14.69823519
277	14.69415754
278	14.69029728
279	14.68901387
280	14.67281043
281	14.66109449
282	14.65184489
283	14.64405574
284	14.63680569
285	14.62846561
286	14.62474042
287	14.62292594
288	14.61616194
289	14.60972863
290	14.6044836
291	14.60329297
292	14.59678738
293	14.58995486
294	14.58664202
295	14.57575365
296	14.57414693
297	14.5688868
298	14.56719336
299	14.55649949
300	14.54856
301	14.54316276
302	14.53843002
303	14.52556929
304	14.52444161
305	14.51956525
306	14.51585852
307	14.50955753
308	14.50481568
309	14.50062341
310	14.4928829
311	14.48988588
312	14.4809204
313	14.47933105
314	14.47807536
315	14.47170956
316	14.4661974
317	14.46127799
318	14.44923959
319	14.44371959
320	14.44107409
321	14.43999188
322	14.43631294
323	14.43072184
324	14.4265504
325	14.4212295
326	14.41485683
327	14.41256019
328	14.40142146
329	14.39978929
330	14.39406077
331	14.38611894
332	14.37977408
333	14.37874093
334	14.3748866
335	14.37190699
336	14.35983965
337	14.35845674
338	14.35483987
339	14.35003638
340	14.34338743
341	14.34247572
342	14.33967569
343	14.33485427
344	14.3271064
345	14.32572433
346	14.3223929
347	14.31485172
348	14.30539021
349	14.30442781
350	14.29998465
351	14.28749274
352	14.28492624
353	14.27733495
354	14.27267689
355	14.2706657
356	14.25989864
357	14.25557921
358	14.24681046
359	14.24466465
360	14.23931113
361	14.22844619
362	14.22387363
363	14.21970839
364	14.21071077
365	14.20755313
366	14.19969811
367	14.19741012
368	14.19514759
369	14.19006003
370	14.18074852
371	14.17732476
372	14.17649661
373	14.1757302
374	14.16669064
375	14.16076209
376	14.15659267
377	14.14703371
378	14.13194669
379	14.1289124
380	14.12346548
381	14.11785562
382	14.1156239
383	14.10736742
384	14.10443264
385	14.10016066
386	14.09306676
387	14.09130488
388	14.07992244
389	14.07904023
390	14.07441072
391	14.06720445
392	14.06379524
393	14.06036095
394	14.05971907
395	14.05626245
396	14.05237572
397	14.04600535
398	14.04052292
399	14.03472927
400	14.03084862
401	14.02739023
402	14.02373115
403	14.02286421
404	14.01983822
405	14.01719585
406	14.0107888
407	14.00812891
408	14.00652648
409	14.00140143
410	13.99568217
411	13.99176252
412	13.99052175
413	13.98985678
414	13.98468972
415	13.98027592
416	13.97737818
417	13.97208991
418	13.96911645
419	13.96837396
420	13.96516906
421	13.96295293
422	13.96242815
423	13.95757054
424	13.95360691
425	13.95034573
426	13.94815142
427	13.94219067
428	13.93634218
429	13.93524021
430	13.93236148
431	13.93180696
432	13.92587145
433	13.92322714
434	13.91935337
435	13.91512985
436	13.91238913
437	13.90582637
438	13.90011907
439	13.89661879
440	13.89496579
441	13.88950673
442	13.88896139
443	13.88353249
444	13.87743438
445	13.87107286
446	13.86395727
447	13.8582457
448	13.85773975
449	13.85101983
450	13.84747939
451	13.84253097
452	13.8326272
453	13.82764009
454	13.82308741
455	13.81822781
456	13.81562156
457	13.81093142
458	13.80650874
459	13.80465565
460	13.80333031
461	13.79921107
462	13.79674125
463	13.79350665
464	13.79300257
465	13.78417566
466	13.77722806
467	13.77394769
468	13.7704426
469	13.76724464
470	13.76339385
471	13.75943941
472	13.7510192
473	13.74880313
474	13.74579469
475	13.74536943
476	13.74496123
477	13.73850342
478	13.73207136
479	13.72936454
480	13.72637776
481	13.72036486
482	13.71697568
483	13.71534521
484	13.71360946
485	13.71012589
486	13.70637175
487	13.70216045
488	13.69551751
489	13.69155903
490	13.69004672
491	13.68576459
492	13.68243102
493	13.6779983
494	13.66732229
495	13.66317924
496	13.66248891
497	13.65483759
498	13.65173307
499	13.64840432
500	13.64687741
501	13.64263652
502	13.64213574
503	13.63811672
504	13.63565457
505	13.63332662
506	13.63297715
507	13.63235573
508	13.62882582
509	13.62606595
510	13.61981708
511	13.61646549
512	13.61385513
513	13.60494726
514	13.60119764
515	13.59729919
516	13.5937092
517	13.59117524
518	13.58872755
519	13.58651232
520	13.58509392
521	13.58347478
522	13.57681986
523	13.56872697
524	13.56498483
525	13.56215891
526	13.55174553
527	13.54770449
528	13.54375548
529	13.54341612
530	13.53934106
531	13.5370214
532	13.53354011
533	13.52921705
534	13.52772758
535	13.52444041
536	13.52121472
537	13.51870889
538	13.51717358
539	13.51542744
540	13.51194728
541	13.51106982
542	13.50901358
543	13.50834034
544	13.50493488
545	13.49488442
546	13.49440706
547	13.49007862
548	13.48747639
549	13.48507691
550	13.48318684
551	13.47792844
552	13.47311808
553	13.46749745
554	13.46309787
555	13.46041316
556	13.45662269
557	13.45215948
558	13.44852965
559	13.44611608
560	13.44398123
561	13.44176763
562	13.43845334
563	13.43731928
564	13.43342241
565	13.42711185
566	13.4221733
567	13.41977218
568	13.4120997
569	13.41071179
570	13.41037708
571	13.40680929
572	13.40349289
573	13.40202275
574	13.40057193
575	13.39946282
576	13.39571382
577	13.38949581
578	13.38923061
579	13.38572151
580	13.38519711
581	13.38218763
582	13.37759847
583	13.37347587
584	13.37000061
585	13.366791
586	13.3655455
587	13.36141142
588	13.35828956
589	13.35613642
590	13.35415329
591	13.35078552
592	13.34893168
593	13.34687924
594	13.34297884
595	13.34004065
596	13.33663095
597	13.33432236
598	13.33052266
599	13.32706377
600	13.32570777
601	13.32120524
602	13.31825281
603	13.31710607
604	13.31146362
605	13.30860827
606	13.30514877
607	13.30309087
608	13.30142966
609	13.30037616
610	13.29405755
611	13.29289465
612	13.29085695
613	13.28702388
614	13.2867757
615	13.2835491
616	13.27994845
617	13.27846885
618	13.27614315
619	13.27459335
620	13.27289786
621	13.26877356
622	13.26648333
623	13.26365346
624	13.26251895
625	13.26179709
626	13.26034369
627	13.25887718
628	13.2559653
629	13.2554424
630	13.25188952
631	13.24824922
632	13.24466684
633	13.24260686
634	13.24048028
635	13.23653501
636	13.22839747
637	13.22754227
638	13.22511381
639	13.22209874
640	13.21645656
641	13.21383524
642	13.20893803
643	13.20485582
644	13.2033821
645	13.20253714
646	13.20027584
647	13.19600473
648	13.1947462
649	13.19272683
650	13.19092149
651	13.18919449
652	13.18602076
653	13.18578687
654	13.18289439
655	13.1802899
656	13.1758926
657	13.17386452
658	13.17137065
659	13.1698169
660	13.167258
661	13.16607381
662	13.16483647
663	13.16119597
664	13.16091615
665	13.15899766
666	13.15640777
667	13.15340905
668	13.15148728
669	13.14945638
670	13.14722682
671	13.14515153
672	13.14438923
673	13.14124046
674	13.14028879
675	13.13890342
676	13.13573791
677	13.13405113
678	13.13245678
679	13.12938244
680	13.1291274
681	13.12810188
682	13.1273602
683	13.12585189
684	13.12390326
685	13.12178701
686	13.11890369
687	13.11608089
688	13.11498221
689	13.11221159
690	13.11106596
691	13.1090741
692	13.10778946
693	13.10518977
694	13.10088756
695	13.09994506
696	13.09475496
697	13.09306835
698	13.09169426
699	13.08824706
700	13.08524658
701	13.08393651
702	13.08219293
703	13.0807805
704	13.0776211
705	13.07653132
706	13.0736796
707	13.0711605
708	13.0697345
709	13.06843599
710	13.06696414
711	13.0645822
712	13.06174763
713	13.05730231
714	13.05492373
715	13.05358528
716	13.0502637
717	13.0484117
718	13.04742544
719	13.04726456
720	13.04387428
721	13.04271483
722	13.04178911
723	13.04094821
724	13.03941278
725	13.03742132
726	13.03411828
727	13.03278001
728	13.03020006
729	13.02909569
730	13.02682009
731	13.02649648
732	13.0250974
733	13.02492466
734	13.02216425
735	13.01973767
736	13.01855047
737	13.0164482
738	13.01457802
739	13.0114434
740	13.00710367
741	13.00358117
742	13.00160238
743	12.99996827
744	12.99674422
745	12.99449746
746	12.9913864
747	12.98914324
748	12.9880003
749	12.98498682
750	12.98233603
751	12.9815262
752	12.97941846
753	12.97845824
754	12.97615925
755	12.97457999
756	12.97333187
757	12.969693
758	12.96635713
759	12.96419156
760	12.96232837
761	12.96130637
762	12.96040806
763	12.95771818
764	12.95702862
765	12.95294456
766	12.95046742
767	12.94694211
768	12.94467143
769	12.94180958
770	12.9412808
771	12.93873819
772	12.93651958
773	12.93513543
774	12.93187485
775	12.93096009
776	12.92733535
777	12.92441767
778	12.92423514
779	12.92241591
780	12.92047262
781	12.92000094
782	12.91587986
783	12.91384697
784	12.91217601
785	12.91005772
786	12.90989663
787	12.90806053
788	12.90562026
789	12.90412295
790	12.90218848
791	12.90050701
792	12.89971303
793	12.89662561
794	12.89487553
795	12.89213817
796	12.89121694
797	12.88948278
798	12.88816918
799	12.8858201
800	12.88383043
801	12.88162461
802	12.87964571
803	12.8780782
804	12.87766784
805	12.87704019
806	12.87531935
807	12.87319257
808	12.87245896
809	12.87104914
810	12.87017687
811	12.86820227
812	12.86507106
813	12.86429319
814	12.86332025
815	12.86251052
816	12.85991637
817	12.85759055
818	12.85688033
819	12.85448633
820	12.8526808
821	12.85135329
822	12.84924829
823	12.84859185
824	12.84632558
825	12.84580247
826	12.84426741
827	12.84123178
828	12.83963011
829	12.83782039
830	12.83636155
831	12.83393119
832	12.83256086
833	12.83233801
834	12.82848215
835	12.82796788
836	12.82301031
837	12.82117668
838	12.82075131
839	12.81910355
840	12.81751171
841	12.81623836
842	12.8148208
843	12.81426579
844	12.81226412
845	12.81212891
846	12.81139152
847	12.80845918
848	12.80618405
849	12.80530586
850	12.80388154
851	12.8012447
852	12.8006036
853	12.79959762
854	12.79772682
855	12.7971955
856	12.79554474
857	12.79372337
858	12.79316832
859	12.79095956
860	12.78992817
861	12.78668186
862	12.78416417
863	12.7838414
864	12.78371803
865	12.78202253
866	12.78060733
867	12.77972845
868	12.77703648
869	12.77210136
870	12.77013433
871	12.76742806
872	12.7649856
873	12.76428228
874	12.7628811
875	12.76125863
876	12.75948321
877	12.75763145
878	12.75284354
879	12.7505035
880	12.74967444
881	12.74922242
882	12.74710268
883	12.74629532
884	12.74615929
885	12.74411889
886	12.74123364
887	12.73906341
888	12.73480998
889	12.73333462
890	12.73095535
891	12.72832386
892	12.72683104
893	12.72483972
894	12.72330121
895	12.72108941
896	12.71836532
897	12.71593701
898	12.71421398
899	12.71211037
900	12.70961034
901	12.70895844
902	12.70794197
903	12.70607196
904	12.70446321
905	12.70356807
906	12.70148842
907	12.70093773
908	12.69944447
909	12.69901698
910	12.69730884
911	12.69657132
912	12.69473622
913	12.69326566
914	12.691104
915	12.68974302
916	12.68788333
917	12.68659961
918	12.68450912
919	12.68403741
920	12.68123926
921	12.68079059
922	12.67919136
923	12.67777918
924	12.67600693
925	12.67461869
926	12.67318998
927	12.67186006
928	12.67028603
929	12.66811182
930	12.66545169
931	12.66499181
932	12.66249193
933	12.65851641
934	12.65718133
935	12.65596973
936	12.6539349
937	12.65362605
938	12.64896384
939	12.64772107
940	12.64374602
941	12.64189225
942	12.64065793
943	12.63864021
944	12.63461405
945	12.63306514
946	12.63240421
947	12.63114641
948	12.62868443
949	12.62821656
950	12.62686365
951	12.6252963
952	12.62358539
953	12.62178635
954	12.62098864
955	12.62037584
956	12.6194755
957	12.61893017
958	12.61858926
959	12.61735637
960	12.6146149
961	12.61450296
962	12.61439283
963	12.61371993
964	12.61077446
965	12.60918832
966	12.60853496
967	12.60723187
968	12.60512185
969	12.60422056
970	12.60257799
971	12.60160474
972	12.60082406
973	12.5986546
974	12.59733462
975	12.59712754
976	12.59702511
977	12.59511831
978	12.59311476
979	12.59126634
980	12.58972369
981	12.58795289
982	12.58526131
983	12.58129253
984	12.57771335
985	12.57607154
986	12.57455374
987	12.5734419
988	12.57024767
989	12.5691416
990	12.56833523
991	12.56627086
992	12.56528435
993	12.56457205
994	12.5636378
995	12.56035559
996	12.55998812
997	12.55839478
998	12.55784944
999	12.55507009
